 10 100
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 2328 999999
 41    46   160   117   296   174   309    85    59   337   227 
 72    42   163   121   299   178   307    82    53   333   221 
 120    43   164   119   298   177   311    80    54   345   220 
 38    41   160   128   307   185   319    82    52   332   222 
 33    43   164   119   298   177   311    80    54   345   220 
 56    10   128   133   327   204   337    44    22   299   185 
 70    16   118   138   331   209   339    43    21   289   184 
 60    11   140   134   325   203   333    43    20   317   183 
 12     7   125   127   321   198   333    47    24   313   191 
 27     7   130   126   319   197   326    48    26   303   189 
 99    23   154   137   323   201   334    53    21   323   189 
 22    23   153   138   321   200   329    54    22   323   189 
 14    24   155   138   322   200   329    54    22   323   190 
 14    20   147   136   321   204   335    47    28   322   186 
 84    18   145   132   321   199   328    55    26   315   195 
 66    26   157   141   327   205   338    57    24   327   192 
 142    26   157   141   327   205   338    57    24   327   192 
 108   100    64   198   332   226   384   100   107   205   184 
 270   101    64   198   342   227   385   101   108   204   183 
 8   153    23   119   254   139   297   153   162   256   261 
 42   202   123   128   202   148   307   236   221   337   377 
 18   201   129    62   197    82   240   232   218   362   369 
 60   226   147   152   186   157   296   260   244   324   385 
 1362   144    66    78   213    98   256   178   162   299   303 
 132   224   144   149   185   156   297   257   242   321   399 
 16   137   197    56   205    83   195   176   154   420   319 
 25   212   164    84   114    12   162   267   229   397   393 
 16   148   210    70   217    95   212   185   165   441   348 
 190   143   149     6   199    81   242   174   160   382   324 
 20    90   193    67   238   119   250   129   107   379   268 
 30   199   159    71   133    17   178   236   217   393   376 
 492   180   227    85   208    86   151   220   197   458   362 
 63   238   297   159   280   160   124   276   249   534   418 
 164   206   327   298   448   325   422   244   212   498   324 
 17   445   550   565   744   622   716   431   440   652   349 
 90   131   253   215   364   242   339   168   136   422   303 
 45   166   314   303   465   343   472   202   164   467   232 
 11   176   310   299   482   356   487   202   174   497   234 
 18   102   233   222   402   282   413   123   100   409   224 
 27   449   543   568   747   625   729   426   443   657   344 
 70    45   166   139   319   205   328    79    52   341   215 
 200   100   158   235   421   316   438    57    87   267    81 
 942    22   143   129   309   191   321    58    39   319   198 
 246    17   139   123   315   193   322    54    31   309   195 
 12    15   144   126   317   195   325    53    28   312   193 
 18    23   143   129   312   207   337    58    31   318   198 
 34    29   150   124   302   180   309    70    45   321   211 
 45    77   181   155   334   237   360    90    79   357   225 
 90    29   155   135   313   192   321    64    31   326   199 
 84    30   155   130   313   191   321    65    33   332   199 
 4    42   163   144   322   197   328    89    48   333   216 
 5    37   164   153   333   217   348    58    35   340   197 
 116    46   176   165   349   233   364    67    43   351   195 
 100    45   158   101   280   162   292    83    63   339   223 
 165    28   125   114   307   190   323    70    47   312   209 
 22   350   472   440   562   437   389   389   354   641   501 
 90   318   441   403   530   404   358   364   322   609   469 
 12   367   489   450   600   475   443   399   372   665   511 
 52   347   469   431   566   434   388   382   352   639   499 
 26    90   211   180   358   239   358   120    96   386   257 
 540   275   399   284   390   281   202   311   286   582   451 
 21   366   472   331   438   340   215   394   372   672   546 
 20   429   545   403   504   401   264   483   440   721   608 
 50   451   557   416   525   422   290   488   462   787   630 
 11   456   570   428   530   428   295   497   467   747   635 
 240   429   545   403   504   401   264   483   440   721   608 
 224   386   451   310   417   319   180   379   359   642   521 
 28   601   524   667   793   687   846   596   607   293   617 
 172   563   451   556   592   573   732   558   570   409   585 
 15   180   237   319   517   378   509   138   167   325     1 
 48   181   274   315   501   385   515   158   169   377    81 
 27   298   400   264   366   264   131   343   310   591   478 
 2130   280   374   232   334   233   107   321   291   571   459 
 51   293   390   249   358   252   111   331   304   592   470 
 44   302   399   258   367   261   122   338   313   598   477 
 248   294   411   259   361   258   136   355   304   585   472 
 84   237   358   251   374   252   260   274   242   528   409 
 126   179   302   210   352   230   282   217   190   471   358 
 22   204   326   243   366   244   287   236   209   506   373 
 9   200   321   271   394   272   315   232   205   502   368 
 27   254   375   337   471   349   377   289   259   546   406 
 38   297   391   247   347   247   106   338   308   589   476 
 8   310   420   282   385   282   151   353   321   602   489 
 40   312   379   262   318   223    77   352   323   618   491 
 39   302   394   252   342   247   101   342   313   594   481 
 26   305   411   271   380   276   153   343   316   607   515 
 384   334   432   291   405   293   154   372   345   636   514 
 15   157   280   160   283   160   201   196   168   450   336 
 240   309   411   269   362   269   122   350   320   600   488 
 7   263   386   255   345   243   157   302   274   555   442 
 11   226   343   203   323   205   144   264   237   532   404 
 7   152   274   166   289   167   209   189   163   448   328 
 3   205   326   196   307   197   155   246   216   496   384 
 18   364   288   431   538   450   608   404   371   153   421 
 40   149    73   215   350   235   393   151   156   157   231 
 40   596   529   672   770   682   840   608   602   385   640 
 12   615   551   694   789   701   859   630   621   404   661 
 24   615   551   694   789   701   859   630   621   404   661 
 12   641   543   685   790   716   875   614   665   405   646 
 14   625   543   686   791   704   863   616   631   416   650 
 58220.8 31257.7
 50173.8 22447.8
 62172.4 20936.4
 63939.4 8193.88
 65410 15865.2
 81495.9 14254.2
 54075.7 32560.5
 57637.4 32017.9
 27603 20101
 43860.6 39416
 62526.5 30252.2
 62641.6 30522.7
 62753.2 30485.4
 61980.7 30428
 62753.2 30485.4
 57595.7 30620.3
 57253.7 30424.4
 58432.4 31667.6
 58208 30692.5
 58299.2 30925.5
 59632 32254.2
 59773.8 32043.7
 59768.6 32033.8
 59572.8 31604.9
 59455.7 31460.4
 59704.3 31878.8
 59704.3 31878.8
 48596.5 26517.6
 48521.4 26489.6
 50998.5 20809.5
 54179.8 14450.2
 58389.6 16801.6
 53308.1 12337.1
 55527.2 19284.7
 53348.3 12623
 66728 22374.9
 64987.6 15070
 68571.9 23435.2
 61483.6 21114.6
 63474.5 25422.9
 64930.7 16603.8
 70993.3 21235.3
 79295.7 20931.2
 73012.6 42449.4
 54370.2 59679.3
 71605 35627.6
 64338.9 44373.8
 64390.5 44837.7
 61768.7 38897.9
 53970.2 59691
 62200.2 31974.6
 48059.7 34254.4
 59950.1 31075.7
 59508.6 30954.8
 59319.9 31272
 59751.5 31289.5
 60986.2 30665.6
 63126.4 33179.8
 60568.2 31832.7
 60796.6 31431.3
 62238.1 31703.2
 60307.4 32806.2
 59361.6 34195.5
 61321.9 29004.4
 58798.3 29523.5
 92235.5 43235.9
 89845.9 41624.7
 89924.5 46372.1
 92250.2 43262.7
 66452.1 34508.9
 85651.8 27896.1
 94294.9 27667.2
 105217 24475.2
 104668 28461.9
 105146 28416.6
 105217 24475.2
 96128.3 22382.8
 0 14376.8
 25812.8 2246.57
 44014.2 39375.7
 49740 43363.7
 90340 21353.6
 87785.8 20646.3
 89796.8 20438.6
 90934.6 20778.8
 89854.6 21151.7
 82872.9 32393.2
 73789.2 31554.1
 78046.4 33431.3
 79529.1 35647.7
 82177 41649.7
 89110.9 19966.8
 92678.1 21502.6
 86791.3 18079.3
 88319.7 19377.5
 91605.3 22485
 94682.1 19520.7
 75325.9 26194.1
 90780.9 19399.2
 84641 24884.4
 82126.1 23268.8
 74686.3 26429.2
 80867.5 24277.9
 24634.9 12677.2
 44237.8 23705.9
 4856.85 382.475
 3372.79 0
 3372.79 0
 3388.96 82.7166
 3527.14 70.0859
