300	300
26	24	21	24	11	21	14	19	27	29	14	19	17	8	18	29	20	9	34	11	15	7	30	9	23	27	28	14	31	27	29	18	5	21	17	7	22	25	32	11	34	5	30	34	7	20	10	8	23	9	10	25	30	9	27	10	18	28	7	29	7	7	23	31	9	8	25	19	10	30	34	13	22	34	31	23	17	14	11	32	10	14	9	22	28	23	16	33	8	18	31	11	9	5	13	15	13	28	17	16	16	7	26	18	15	17	12	21	9	12	15	28	13	27	17	31	33	11	29	12	9	21	10	22	33	23	15	30	16	34	15	7	24	8	10	18	25	10	24	23	24	21	7	7	27	22	22	24	26	32	17	27	34	9	14	25	25	33	13	13	7	30	24	17	32	23	9	20	31	8	21	27	16	13	6	16	7	14	11	6	6	25	16	34	14	33	22	30	22	12	17	17	28	5	18	26	10	34	22	16	12	17	17	20	17	29	16	14	13	20	13	9	6	13	16	26	19	15	17	27	20	24	12	33	16	25	8	20	9	27	7	24	5	29	14	8	34	18	19	11	8	12	26	27	7	21	32	10	26	33	19	16	19	7	13	32	32	8	34	34	17	26	24	19	18	32	13	32	14	22	14	26	5	28	12	7	33	33	14	11	27	29	12	16	22	21	30	6	12	18	18	32	11	8	11	20	27	8	33	32	
100	28	26	17	129	117	174	115	64	130	125	118	39	148	124	160	106	34	123	92	24	109	172	79	152	135	129	123	51	111	12	174	175	86	29	159	96	166	177	150	30	103	162	65	13	160	175	161	26	20	22	20	60	97	74	43	51	59	15	163	65	176	117	115	170	89	71	74	108	93	167	58	49	85	20	87	123	114	48	21	15	49	45	181	168	125	17	36	103	27	129	110	24	31	146	183	137	53	165	133	73	52	145	45	152	70	30	100	153	170	101	118	19	150	116	81	53	135	85	106	151	114	150	35	166	128	56	39	154	132	28	117	65	49	85	111	21	63	59	79	101	24	97	14	139	17	65	42	44	124	152	14	157	162	17	112	70	159	167	27	106	133	67	100	15	137	132	130	58	54	58	150	169	181	17	27	74	107	35	31	26	35	81	112	155	135	137	103	155	146	59	174	77	128	144	147	160	61	131	121	108	29	95	35	30	123	176	179	12	75	78	138	158	78	81	103	103	117	70	106	85	15	163	147	53	73	13	163	92	15	181	166	155	51	13	147	146	82	15	32	85	23	36	110	161	111	138	167	43	166	108	183	34	19	137	24	114	100	89	75	54	165	108	51	50	85	115	73	100	154	147	72	60	110	118	38	107	152	64	133	126	140	32	106	116	94	13	170	170	82	111	12	168	81	41	67	117	172	99	86	
551.87	157.778	415.376	161.587	485.962	200.948	515.413	301.647	713.123	383.822	423.338	156.493	620.786	657.568	878.182	333.441	188.933	408.88	969.494	709.95	431.014	929.582	1094.9	925.606	580.831	778.153	455.891	779.103	222.464	946.422	81.7587	884.816	823.022	811.993	180	443.664	528.295	474.664	1200.61	1161.35	165.971	433.057	1179.56	467.582	107.282	795.335	206.458	1288.09	162.356	260.894	163.844	115.462	331.389	450.092	749	491.959	657.058	279.677	127.294	1270.56	528.349	212.932	1105.24	414.296	1075.82	545.848	687.199	782	976.078	755.709	651	427.264	408.921	615.272	442.941	1003.97	654.964	909.256	640.506	325.286	243.939	458.883	318.31	550.58	344.165	327.023	282.649	417.608	262.68	227.608	538.569	881.49	322.624	474.869	775.948	512.513	366.57	602.239	717.15	418.057	479.549	460.033	995.69	664.52	280.465	575.472	531.704	623.238	279.25	814.461	194.893	485.08	412	752.616	1184	869.66	450.028	212.096	907.12	896.624	1062.56	1109.45	1090.35	177.976	1100.45	928.952	249.277	414.364	833.747	200.448	277.444	225.698	124.316	253.461	679.168	943.806	189.338	525.211	728.143	464.064	561.024	162.982	924.689	141.497	231.271	203.681	706.948	649	127.124	604.236	660.613	397.626	888.564	488.958	200.3	539.745	324.093	687.054	586	500.808	926.545	330.99	105.158	947.72	211.305	218.079	855.073	405.239	175.137	362.783	264.706	227.652	273.246	982.79	191.792	552.175	301	916.025	493.95	123.335	389.71	660.109	710.061	780.513	838.309	933.167	162.491	279.151	675.368	1241.17	697.446	1195.01	900.396	691.309	195.762	824.782	1243.48	687.65	726.22	431.525	1000.08	468	726.043	409.202	275.466	887.946	1003.31	652.435	39.9473	260.681	770.57	262.448	645.095	317.375	910.027	849.624	738.417	399.945	121.189	865.466	365.408	281.994	526.722	599.01	730.321	881.412	143.032	807.707	984.925	299.755	1123.12	629.871	284.668	523.127	320.53	352.544	617.699	711.666	126.533	188.037	433.112	403.577	279.711	653.795	952.447	393.737	1061.24	434	622.359	1076.37	962.216	1293.12	314.873	126	485.374	93.4864	424.98	276.935	169.075	174.747	621.298	931.979	531.182	242.631	643.94	961.488	468.845	559.361	879.899	949.475	771.782	327.842	705.155	1082.43	457.08	610.945	478.441	1202	324.064	683.152	1073.91	263	202.077	365.103	865	851	174.715	290.363	594.72	868.893	1131.18	134.816	892.912	620.462	173.489	168.547	863.84	270.648	823.32	315.274	
3.32415	5.9439	5.81808	9.30484	7.14213	6.07454	5.03587	4.21545	8.88369	3.96232	8.51469	5.73847	6.2514	5.21536	6.66408	5.34603	1.26491	5.56597	7.64853	5.32259	6.4405	2.69258	9.40213	7.71298	2.21359	4.53982	5.0448	3.6	6.13922	4.82701	3.55106	6.37887	5.01597	7.87909	9.54149	7.56439	5.84637	2.90689	0.707107	5.10882	2.02485	5.09608	3.44093	3.1257	5.36004	3.78021	4.61736	4.33244	5.93043	4.69574	8.03617	2.96816	1.50333	7.22496	3.25576	3.82099	5.13517	4.02244	5.32353	7.9511	4.70956	7.28011	3.60555	9.56922	8.32406	3.54683	9.58801	3.20156	2.72029	6.30714	8.57263	7.91202	3.39559	6.37024	2.84429	5.10784	2.8	6.60303	2.6627	5.13128	5.38145	7.21734	9.58593	9.90454	1	8.6954	2.26716	6.22013	4.41021	9.01388	2.38537	8.41724	2.7	5.68595	4.70956	2.26716	8.96437	2.91204	6.82642	2.06155	7.08308	5.36656	2.22036	6.10328	3.10483	6.13514	0.41231	8.0604	5.75673	7.30068	1.92354	8.26075	5.70351	6.06383	9.10824	6.96419	8.6093	9.36216	3.98246	5.16236	2.1587	3.92173	3.61248	2.7313	0.921955	3.75766	8.92749	6.74166	8.85268	6.01332	2.91548	6.31269	3.66879	10.4957	9.04434	1.8868	2.57099	4.34166	3.85876	6.40703	1.90263	5.94643	7.54321	4.90306	3.45398	2.72029	5.4231	3.8833	3.82099	8.06598	6.26259	8.98999	3.3	3.15753	4.14005	7.60066	6.9857	8.60058	7.35935	7.63217	9.07083	4.60977	4.97695	2.13776	8.5703	7.93095	5.09313	1.80278	4.65725	8.05295	1.16619	6.6888	5.73847	2.86531	5.09608	2.69258	2.47386	3.39559	4.50444	1.56525	2	2.24722	4.75395	2.83196	8.60058	5.81893	3.06757	9.14002	1.71172	0.670821	0.282843	6.29365	5.82151	4.3	6.38905	7.90569	9.00278	5	5.23928	4.9679	4.60652	7.14703	0.5	3.4176	2.5	7.74661	6.38122	6.26498	4.63249	7.15891	1.7088	0.608276	2.87924	3.73363	3.52278	2.20227	7.45453	4.85077	3.228	2.44131	2.78926	5.1788	8.52877	5.18652	4.10366	2.40416	0.5	5.45894	9.00888	3.2249	8.78237	3.7108	5.53624	0.984886	5.65685	7.98499	3.17805	8.32166	9.15915	6.48999	8.11234	3.98121	2.20227	4.03113	2.5318	3.77359	5.14004	8.90505	2.69258	4.92443	3.60139	4.74236	7.24983	6.96419	2.44131	8.00562	6.09016	1.94165	6.66483	0.948684	1.6	5.75587	8.66833	1.61555	5.30094	6.26259	0.781025	6.93397	8.95377	2.98329	2.80179	4.60435	3.33017	6.26418	5.4231	5.94054	7.40067	7.90569	5.31507	7.83135	3.72156	2.19545	4.60977	5.90085	5.03289	8.51469	3.90512	7.25328	6.13514	8.33547	3.22025	4.62709	6.29365	4.52769	5.09902	3.5	5.41295	5.37587	5.94643	8.14923	
8.85494	4.22966	8.3863	3.25576	1.3	8.88144	6.23699	10.5095	1.58114	6.64831	6.39062	2.77309	6.30079	6.70671	2.61725	7.00286	7.30068	3.92938	4.17612	4.06079	8.31505	9.21141	2.86007	7.39797	6.37809	5.22015	9.89798	11.068	4.2107	8.98443	9.57131	4.00125	7.69025	8.74643	1.72627	8.62091	6.82642	7.74145	8.76812	9.1214	8.88144	4.9366	4.94975	7.11688	6.37887	9.39415	6.76018	5.09608	6.1131	3.99625	3.49285	5.44518	7.54718	6.16604	5.14004	4.58039	5.0448	9.66644	5.09902	6.59697	6.0531	3.56931	6.30714	1.60312	1.80278	9.1236	2.11896	6.40078	5.98164	5.8	8.22253	8.37257	5.57584	2	7.31642	3.84838	6.5192	9.34345	5.728	3.7	9.38616	6.06712	9.20489	1.81108	9.05207	1.62788	6.0959	6.00083	4.04599	5.68243	6.10328	4.07063	10.3407	7.87718	5.44059	6.0959	0.707107	9.95691	1.96469	6.57343	3.94588	3.44383	6.84763	4.41021	7.11196	4.31045	8.13449	4.21545	4.6	2.63059	6.99714	4.88467	5.73149	4.9163	3.39706	8.0025	1.55564	2.92062	10.018	4.85077	9.56034	4.93963	10.9	6.00333	8.54459	7.66942	5.45894	2.7074	7.9404	5.92115	9.32952	2.05183	10.3942	2.70185	3.54683	8.02122	6.44127	4.03113	9.79439	5.80086	7.16938	4.30116	1.64924	5.34603	7.47329	8.19878	4.22966	6.7779	6.91231	0.894427	7.61052	2.40832	6.67308	6.18466	8.544	5.55428	7.11758	5.86941	1.30384	6.33483	8.09568	4.16773	4.4911	7.24224	0.223607	7.53127	3.32866	9.97246	5.19711	2.32594	8.23772	2.08806	9.51262	5.59017	7.0406	6.06053	9.74166	6.97782	6.57647	6.94046	8.74185	6.24259	4.63249	8.7818	6.05392	3.68782	5.64004	1	7.52928	8.64002	8.38689	3.61248	5.02494	6.41327	1.9799	6.01664	7.81089	7.06116	5.11566	3.53553	4.42719	7.71622	8.86172	5.30094	10.5551	7.11969	8.94539	6.40078	3.84187	7.03491	9.10494	8.6977	5.76281	6.07289	11.2201	6.78012	4.72969	7.03491	5.60357	5.94138	9.92975	7.2111	6.57875	3.60555	4.2638	9.60208	7.87464	4.78539	5.77062	10.9809	4.92443	7.44648	7.17008	7.48131	2.74591	2.7313	9.77548	5.29245	4.66155	2.70185	1.56525	7.6896	8.29277	8.96939	7.01783	4.67547	3.25576	6.3561	5.88982	5.2469	11.0114	4.03113	8.50529	3.00666	6.02163	2.95466	2.69258	6.5	2.4331	8.04487	7.40945	4.73814	4.3909	6.8593	3.1241	9.50368	8.38153	1.772	8.85268	6.17414	10.36	5.94811	5.03289	4.52769	3.64005	2.5	5.5109	3.2311	4.53542	5.02892	4.96488	7.93221	4.84665	5.61427	3.44819	7.66551	6.87095	3.66742	7.51665	1.58114	5.54707	6.23618	3.61248	4.30813	7.88543	6.60984	3.49285	7.29931	2.42074	1.7	
6.09016	1.93132	4.22019	2.91548	5.06063	4.63249	2.86356	7.5	4	3.92173	1.42127	5.30377	1.9799	9.22822	2.80179	9.53834	7.22496	2.54951	0.905539	6.7624	3.84708	6.84471	3.35261	2.40208	5.50091	3.1	6.29365	8.68332	1.74642	5.37587	6.74166	1.66433	3.96989	3.82099	4.61736	3.76563	2.68701	5.34883	7.61183	5.37587	6.89493	7.5452	5	8.38153	2.69258	6.40703	8.94427	7.11969	2.08087	3.71618	1.70294	5.19711	7.75242	1.26491	5.6921	5.4626	2.5	6.58027	2.30217	1.52971	8.37257	1.52316	4.07922	4.80937	3.41321	6.2434	4.25793	4.45533	5.004	1.58114	3.15753	3.40588	4.30465	4.70106	8.39345	3.22025	4.83735	4.91935	5.47449	6.06053	5.53173	1.17047	4.14367	5.12445	7.76659	3.80132	5.96825	1.78045	4.29535	1.40357	6.45368	1.43178	8.28553	3.76431	2.91548	5.96825	5.03587	7.60263	3.49857	6.92315	1.22066	3.32866	7.47329	7.71557	4.80833	7.64199	7.23395	1.04403	7.66942	2.46982	7.41485	0.72111	2.06155	8.15659	2.6	3.28938	3.80526	3.2573	7.0214	2.50799	7.59605	3.96232	8.422	6.772	8.3	4.74131	1.30384	6.48151	2.87924	9	6.84251	4.48219	7.68505	5	2.41661	6.20967	7.25328	4.69574	6.82422	1.5	7.61183	7.50733	6.04152	7.82304	4.7927	5.83095	7.04344	4.04969	8.61626	5.70088	3.19061	3.33766	8.06536	7.43303	5.30094	0.5	2.34094	1.11803	5.45894	1.3	3.04631	3.64005	6.96348	5.59017	5.23928	2.502	5.14004	8.51646	7.49467	2.81603	8.20975	3.46699	5.5	5.16236	3.36006	5.001	7.61577	4.52217	8.72067	6.94622	6.76757	6.5307	6.93398	6.30714	1.22066	2.46982	4.71699	4.90918	7.87718	8.20548	7.81025	2.06155	1.80278	8.45281	4.42041	0.948683	2.77309	3.44093	7.82368	5.44059	6.5192	2.91204	8.05047	4.44072	8.82553	2.1	4.56508	2.05183	4.15933	2.18403	7.33757	7.59539	4.9163	7.74726	8.98944	5.4231	0.360555	9.30215	4.50999	5.65685	7.64853	9.61769	1.58114	5.98164	5.09902	7.48465	7.30274	2.20907	1.41421	8.85664	1.253	9.01388	3.18277	7.20625	4.95177	2.40832	7.20694	0.7	1.78045	6.2482	3.55106	4.61411	6.22977	5.80086	5.19711	4.61736	4.30116	1.58114	5.11566	7.73886	8.59593	3.58469	3.73631	2.19545	6.3561	2.20227	3.32415	6.57647	3.02324	7.90569	7.66551	1.9105	1.42127	6.1	4.14005	5.24786	8.1	3.67151	3.7855	7.27324	8.23468	3.10484	5.34509	7.92464	3.00167	4.03113	0.538516	1.90263	2.45153	0.223607	6.26498	5.94811	3.1257	1.83848	5.36004	2.59615	4.08534	1.43178	3.16228	3.62215	6.61287	3.19531	2.06155	6.2434	4.10366	8.13449	3.19061	3.39706	4.66905	3.43657	
1.84391	6.92965	4.27551	10.4139	9.57079	4.2107	5.08035	0.761577	10.5891	4.17253	8.20792	8.41546	5.99416	8.8955	8.26196	9.04268	4.82597	6.8884	8.34086	8.51587	4.96488	1.39284	10.6794	6.84105	4.4643	5.53173	2.31948	0.9	7.07248	2.84429	1.16619	7.35527	4.03113	6.31269	11.3071	6.0208	5.32259	2.86007	3.00832	3.01496	1.9105	8.51469	5.91354	6.82495	5.21536	1.52315	8.30241	7.71622	5.83095	6.58635	9.00278	5.44059	5.19711	6.97782	6.13922	6.62193	5.9397	1.43178	6.01415	7.50267	8.32166	8.2807	4.34166	11.4018	9.93579	1.66433	11.1946	4.18808	4.71699	6.32851	7.38241	6.54905	5.01199	8.76641	6.55133	6.76757	4.07063	4.50444	5.26308	8.12527	3.1	7.0214	8.10555	11.7614	2.75136	10.3711	5.16236	6.14003	6.62118	9.07855	5.61427	9.14002	1.27279	4.49222	5.44518	5.16236	11.0386	0.806226	8.70919	5.50091	7.93977	7.15612	5.83095	9.45304	3.5	9.46414	3.53553	8.72009	9.1351	8.71149	5.53263	8.62844	5.88218	9.51315	10.1415	5.70701	10.3078	10.6104	1.00499	6.08276	1.55242	5.64358	0.6	6.10328	4.49444	3.20156	9.0824	9.68401	7.84474	9.61301	1.253	8.63134	0.223607	12.1083	10.0125	2.69258	6.10737	6.7779	1.14017	6.41405	5.55788	9.26553	10.2318	8.40059	3.25269	2.38537	8.68332	4.03113	7.51332	10.5551	5.22015	10.3966	6.95845	6.70671	2.64008	7.65376	6.22977	8.54283	9.88989	7.30068	8.02309	6.41405	8.26075	3.4176	10.8046	7.00928	7.74919	2.42074	8.10555	9.48472	4.83839	8.5703	3.40588	5.24976	4.56508	4.62385	1.23693	3.68782	8.17435	5.004	2.02237	5.50817	8.05047	1.80278	8.45813	7.17008	5.01597	11.1252	5.41295	4.17852	3.95601	7.50067	6.38905	7.9511	8.67698	7.73886	8.08084	4.47772	8.70517	7.74919	7.79294	6.06383	3.54683	5.32259	2	7.0214	4.50444	5.94811	6.79779	6.45136	2.02237	3.10483	4.93963	7.31095	1.30384	3.92173	7.90569	8.55102	5.00899	5.11957	0.921954	8.88425	8.13449	8.14923	6.73573	1.3153	4.04475	6.29365	9.03383	1.36015	9.1586	7.42159	4.83322	4.52769	8.20792	9.26337	0.806226	8.50882	9.67988	9.39628	9.82344	3.30152	2.34094	2.15407	3.57771	6.05392	7.42496	8.6539	4.87032	8.40238	0.8	6.55133	5.73149	8.2807	5.62228	9.19348	7.93221	5.20385	8.36002	4.65725	5.27731	6.51153	9.26553	4.24264	7.51332	4.01123	4.42719	8.87525	7.51665	6.50308	1.13137	5.02494	6.01664	9.64209	7.0214	8.10062	7.47931	8.98721	6.37024	8.13019	6.87314	2.69258	5.84123	6.10328	7.77946	7.59276	3.96232	8.2134	5.15461	10.0265	6.5192	4.82701	7.50067	7.62955	3.95601	7.15681	7.12811	4.60977	8.3672	9.80816	
4.01622	5.00899	1.34536	7.46726	8.75728	1.07703	3.28938	4.50444	8.43445	3.72022	4	8.32406	2.90172	11.0209	6.60076	11.2801	7.51665	5.45894	5.38516	9.31075	0.948684	4.90408	7.90569	2.36009	5.94643	4.58803	2.90689	6.10082	5.001	2.47386	4.25793	5.20096	2.26716	1.2083	9.10055	1	2.4331	4.24382	6.7082	2.23607	5.38516	9.80051	6.58635	9.40691	3.00832	3.86394	10.5423	9.10659	3.10644	6.10328	6.20967	6.40703	8.09197	3.28938	7.24017	7.38241	4.41475	3.82099	4.27551	3.32866	10.2078	5.77062	4.30116	9.27631	7.79295	3.92938	8.78009	4.62277	5.70088	3.40588	2.41868	1.58114	5.3	8.12158	9.26337	5.86941	4.95782	0.707107	6.5	8.6539	2.10238	3.38379	2.92746	9.61041	6.67083	8.2201	6.81175	3.20156	6.55515	5.10392	7.45185	5.9808	6.18142	1.66433	4.23792	6.81175	9.34345	5.37587	7.30616	7.71038	5.36004	6.23699	8.27345	10.387	4.245	10.347	6.74166	5.59732	10.198	6.62722	8.06226	5.14781	3.52278	10.6888	7.15122	1.26491	8.20366	7.81089	4.20476	4.60977	5.82409	5.54617	5.80086	7.96492	8.0455	3.42053	5.21536	9.72677	2.96816	11.2508	4.75395	7.90759	5.004	9.55092	6.96419	5.24786	8.28794	6.94622	4.11947	3.41321	8.20731	10.1637	9.70155	9.91262	3.76431	4.42945	9.57549	3.70135	9.92472	9.61873	1.61245	7.85875	9.28493	8.74586	3.04631	4.08534	2.2136	4.54863	9.16624	3.3541	3.08869	5.91354	9.30215	5.18556	9.40479	2.40832	7.84347	6.99214	9.55249	7.20069	8.18413	7.2111	1.80278	6.2426	2.59422	5.62228	5.65155	4.03113	10.3407	7.42765	5.33104	7.4411	9.17061	4.49444	4.38292	5.63205	5.68595	9.27793	8.29759	7.80321	7.40945	5.60089	4.2107	10.0603	7.89177	3.84708	3.245	2.64197	10.0722	8.04114	8.76584	1.65529	7.33553	5.69386	6.92315	2.66271	0.761578	2.80179	6.57875	2.37697	5.88727	6.75352	5.80086	9.28009	6.50308	5.44518	4.78017	10.8853	5.49181	6.5437	5.49181	11.2446	3.84187	8.61626	7.20139	5.57853	7.10282	4.55412	5.02195	6.5192	5.54707	10.1139	2.24722	7.32462	7.98123	6.82496	4.86621	4.83011	6.12944	9.43716	7.85175	3.20156	4.96488	3.32415	4.88365	6.39531	7.08802	4.40454	5.9203	9.86154	6.00083	5.97746	0.860233	6.21289	7.38783	6.64906	6.74759	7.28629	6.80294	7.88162	8.08084	4.51774	5.90932	6.29683	7.0342	1.21655	7.87718	7.506	2.37697	8.5276	6.06712	3.80789	6.91158	10.6104	5.90339	7.31642	4.01622	6.3561	4.88365	4.71699	8.07775	4.93964	4.96488	3.60555	8.00562	2.84253	3.62353	5.67186	1.72627	7.97621	8.10247	3.53412	5.60089	8.49706	2.12132	9.43663	6.11882	2.23607	7.88543	7.76466	
4.27551	2.98329	1.84391	5.37122	6.74685	2.20227	1.80278	5.41295	6.29682	2.75136	2.28254	6.48845	0.8544	9.68762	4.52769	9.97246	6.71193	3.51141	3.2573	7.65506	1.38924	5.14781	5.79396	1.0198	4.96488	2.97321	4.02244	6.80074	2.94279	3.17648	4.80833	3.11448	1.94165	1.74642	6.96348	1.55242	0.8544	3.91152	6.46297	3.10644	5.40093	8.26196	5.16236	8.34865	1.44222	4.42719	9.27631	7.64853	1.16619	4.3566	4.08044	5.1225	7.29178	1.22066	5.87282	5.87963	2.60768	4.531	2.41868	1.56525	8.83912	3.63456	3.22025	7.13863	5.65685	4.34166	6.64831	3.62491	4.5793	1.3153	1.92354	1.5	4	6.16847	8.26801	4.02492	4.03113	2.45967	5.30094	6.96419	3.20156	1.30384	3.02324	7.47329	6.52763	6.08276	5.71402	1.14018	4.88262	3.26497	6.32456	3.89101	6.59242	1.47648	2.61725	5.71402	7.21734	5.82495	5.2469	6.6888	3.2249	4.34626	7.27186	8.71321	3.59027	8.66083	6.28172	3.49285	8.5703	4.50444	7.11969	3.10644	1.61245	9.06973	5.05668	0.9	6.06712	5.70088	4.97695	2.77849	6.0208	4.03113	6.5146	6.78012	7.52861	3.1	3.32415	7.85494	2.1587	9.74526	5.08035	5.94811	5.72451	7.43303	4.87545	4.9366	7.18471	5.30094	4.81041	1.30384	7.29452	8.49058	7.71298	8.4386	3.31361	4.3	7.93221	2.81602	8.76185	7.56637	0.781025	5.728	8.14002	7.54321	3.32415	2.02485	0.3	2.70185	7.15891	1.42127	2.37697	4.18808	7.7201	4.5607	7.30068	1.23693	6.09016	7.1007	8.08084	5.0636	7.56108	5.16236	3.11127	5	1.61245	4.52769	5.95399	3.29848	9.0609	6.52993	5.3	6.35138	7.62168	4.62709	2.5807	3.64005	4.44072	7.14493	7.4686	7.34983	6.93758	3.53553	2.21359	8.77838	5.9203	1.9105	2.31948	1.71172	8.54283	6.32851	7.20069	0.67082	7.0214	4.32782	7.24431	1.10454	2.1095	0.761577	4.85489	0.509902	5.9	6.47765	4.60435	8.00562	7.15681	4.62385	2.65707	9.63328	4.22019	5.40833	5.90339	9.98249	2.19317	6.91158	5.62228	5.84209	6.5146	2.64008	3.20156	7.08308	3.5609	9.04434	1.2	6.59242	6.1327	4.68722	5.36004	2.84253	4.14005	7.57694	5.72189	2.90172	4.80417	3.79473	4.17612	4.88365	5.27731	2.72947	4.77074	8.37377	6.70522	4.21901	1.40357	4.1	6.2426	4.51221	4.75394	6.27694	4.73814	7.245	7.245	2.52982	3.85876	5.4626	5.18941	2.80179	7.33757	5.44518	2.42074	7.34098	6.51153	2.36009	5.51724	8.93588	3.99249	5.37587	1.92354	4.22019	2.99667	2.64197	6.64831	4.62709	3.28024	1.61555	6.27694	1.82483	2.78926	3.53553	0.806226	5.84209	6.80147	2.19545	3.53553	6.92026	1.99249	8.26196	4.21545	1.40357	5.9808	5.63205	
5.44518	3.27567	6.16847	5.70789	2.9	6.64078	4.11825	7.0406	4.87032	3.80789	6.5192	1.52643	4.9679	4.04969	3.00167	4.3566	3.16228	2.64197	4.74342	1.93132	6.4405	5.53624	5.65686	6.57951	2.46982	2.83019	6.9029	7.24983	3.44819	6.14003	6.1	3.53412	5.24976	7.48866	5.4626	7.24017	5.0774	4.31856	4.70106	6.36396	5.06952	2.48395	1.0198	3.40147	4.44185	6.0407	3.75766	1.94165	4.62277	1.5	4.75184	1.48661	3.44383	5.53173	1	0.447213	3.18904	6.33877	3.39706	6.26259	3.19061	4.12311	3.25576	5.45619	4.41475	5.74282	5.59732	3.10644	2.23607	4.6669	7.56902	7.28011	2.22036	2.14009	3.50571	1.97231	3.00666	7.2111	1.7	1.3153	6.67533	5.46718	8.7	5.77062	5	4.71275	1.98494	4.74236	0.921955	6.5	1.97231	5.31507	6.44127	5.73847	3.19061	1.98494	4.77074	6.20322	2.86356	2.45967	4.14367	1.89737	2.81602	3.00832	3.8	2.97321	4.04599	5.09608	2.8178	3.70135	2.91548	5.57135	4.18688	3.3121	5.6	6.5192	4.61736	5.64358	6.59242	3.04138	5.67979	1.83848	7.13092	1.96469	4.41021	4.61736	6.33246	2.76586	7.5743	3.96989	5.70088	2.1095	6.772	6.4622	5.60357	4.23792	2.45153	0.5	6.37887	4.73814	3.10161	2.78568	3.36155	2.69073	4.30465	4.66905	2.19317	3.8833	3.49285	3.82884	5.86686	5.1788	3.01496	2.40208	5.50818	5.43783	5.96657	6.30635	3.1241	5.90339	7.78974	1.62788	1.94165	3.5171	4.34166	6.7897	0.860233	5.9203	2.34307	4.31857	4.11825	2.74591	6.92315	1.6763	4.7927	2.33452	5.90931	3.81182	3.53412	2.80179	4.93963	2.1095	1.84391	5.21728	6.40078	2.7313	2.0025	4.97393	3.45398	4.5	4.25206	3.19531	3.75366	3.26956	2.19545	5.90762	7.59276	4.75395	2.76586	0.824621	1.42127	6.4405	4.73814	1.81108	6.54599	6.43506	6.8352	5.0448	1.02956	6.0208	5.18845	4.62277	2.02237	2.59615	7.33553	3.00832	4.87545	4.11461	2.10238	1.8868	6.14654	4.42945	6.62873	1.30384	0.2	5.77754	3.74833	3.25576	6.53911	7.07107	5.97746	3.94588	5.14296	3.34215	1.41421	4.4	6.14003	5.81808	6.13922	2.47386	4.14849	4.73814	4.58803	5.80086	3.43657	1.0198	1.10454	6.76018	2.06155	2.61725	7.20902	1.64012	6.99714	3.53553	1.8868	4.50444	2.3	2.36009	2.90172	3.91152	3.31059	3.48281	5.65155	2.83019	1.30384	7.15681	4.24382	2.91204	8.14678	2.30217	6.4846	3.57771	0.943398	3.2311	2.19317	1.86816	5.26973	4.52769	2.90689	5.32259	1.11803	4.245	2.5	4.245	0.854401	7.21803	3.98121	4.14849	5.73062	4.36807	1.60312	3.84838	3.19531	1.14018	5.44059	3.04138	2.02485	5.14781	1.72046	4.22019	
